object_name,object_id,norad_id,object_type,ops_status,owner,launch_date,launch_site,decay_date,period_minutes,inclination_degrees,apogee_km,perigee_km,rcs,data_status,orbit_center,orbit_type,orbit_class,users,purpose,source,category
COSMOS 1134,1979-084E,11542,PAY,,CIS,1979-09-25,PLMSC,,115.29,74.02,1483.0,1453.0,0.6737,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1135,1979-084F,11543,PAY,,CIS,1979-09-25,PLMSC,,115.47,74.03,1491.0,1462.0,0.6799,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1136,1979-084G,11544,PAY,,CIS,1979-09-25,PLMSC,,115.63,74.03,1497.0,1471.0,0.6618,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1137,1979-084H,11545,PAY,,CIS,1979-09-25,PLMSC,,115.83,74.02,1514.0,1472.0,0.691,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1979-084J,11546,R/B,,CIS,1979-09-25,PLMSC,,117.81,74.02,1683.0,1482.0,5.7995,,EA,ORB,LEO,,,left_only,Rocket Body
OPS 1948,1979-086A,11558,PAY,,US,1979-10-01,AFETR,,1437.71,5.92,41345.0,30292.0,,,EA,ORB,GEO,,,left_only,Inactive Satellite
TITAN 3C TRANSTAGE R/B,1979-086C,11560,R/B,,US,1979-10-01,AFETR,,1444.57,5.74,41475.0,30430.0,,,EA,ORB,GEO,,,left_only,Rocket Body
EKRAN 4,1979-087A,11561,PAY,-,CIS,1979-10-03,TYMSC,,1435.44,5.98,35783.0,35765.0,0.1995,,EA,ORB,GEO,,,left_only,Inactive Satellite
SL-12 R/B(2),1974-017F,11567,R/B,,CIS,1974-03-26,TYMSC,,1425.7,1.08,35772.0,35394.0,1.9953,,EA,ORB,GEO,,,left_only,Rocket Body
SL-12 R/B(2),1975-123F,11568,R/B,,CIS,1975-12-22,TYMSC,,1432.87,2.95,35777.0,35670.0,3.1623,,EA,ORB,GEO,,,left_only,Rocket Body
SL-12 R/B(2),1976-107F,11569,R/B,,CIS,1976-10-26,TYMSC,,1419.26,3.16,35495.0,35418.0,2.47,,EA,ORB,GEO,,,left_only,Rocket Body
SL-12 R/B(2),1977-071F,11570,R/B,,CIS,1977-07-23,TYMSC,,1473.35,6.06,36551.0,36475.0,2.917,,EA,ORB,High Elliptical / Deep,,,left_only,Rocket Body
SL-12 R/B(2),1977-092G,11571,R/B,,CIS,1977-09-20,TYMSC,,1421.7,3.93,35540.0,35468.0,2.0679,,EA,ORB,GEO,,,left_only,Rocket Body
COSMOS 1140,1979-089A,11573,PAY,,CIS,1979-10-11,PLMSC,,100.17,74.07,777.0,756.0,1.9849,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1979-089B,11574,R/B,,CIS,1979-10-11,PLMSC,,99.84,74.07,762.0,740.0,4.6928,,EA,ORB,LEO,,,left_only,Rocket Body
EKRAN 2 DEB,1977-092H,11581,DEB,,CIS,1977-09-20,TYMSC,,1435.71,4.54,35829.0,35729.0,1.914,,EA,ORB,GEO,,,left_only,Debris
COSMOS 1141,1979-090A,11585,PAY,,CIS,1979-10-16,PLMSC,,104.56,82.95,995.0,953.0,2.0058,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1979-090B,11586,R/B,,CIS,1979-10-16,PLMSC,,104.4,82.94,987.0,946.0,4.855,,EA,ORB,LEO,,,left_only,Rocket Body
METEOR 2-5,1979-095A,11605,PAY,,CIS,1979-10-31,PLMSC,,102.31,81.21,874.0,862.0,4.2226,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-3 R/B,1979-095B,11608,R/B,,CIS,1979-10-31,PLMSC,,102.38,81.21,911.0,832.0,5.7348,,EA,ORB,LEO,,,left_only,Rocket Body
OPS 9443 (DSCS 2-13),1979-098A,11621,PAY,-,US,1979-11-21,AFETR,,1506.31,10.56,37172.0,37128.0,5.0473,,EA,ORB,High Elliptical / Deep,,,left_only,Inactive Satellite
OPS 9444 (DSCS 2-14),1979-098B,11622,PAY,-,US,1979-11-21,AFETR,,1464.13,8.83,36345.0,36322.0,5.1868,,EA,ORB,High Elliptical / Deep,,,left_only,Inactive Satellite
TITAN 3C TRANSTAGE R/B,1979-098C,11623,R/B,,US,1979-11-21,AFETR,,1510.73,10.53,38521.0,35950.0,2.58,,EA,ORB,High Elliptical / Deep,,,left_only,Rocket Body
OPS 4682 DEB,1965-027F,11631,DEB,,US,1965-04-03,AFWTR,,111.05,90.24,1308.0,1242.0,0.0118,,EA,ORB,LEO,,,left_only,Debris
SATCOM 3,1979-101A,11635,PAY,,US,1979-12-07,AFETR,,788.93,8.59,35452.0,8357.0,6.6233,,EA,ORB,MEO,,,left_only,Inactive Satellite
DELTA 1 R/B(1),1979-101B,11636,R/B,,US,1979-12-07,AFETR,,117.92,28.21,2592.0,583.0,8.997,,EA,ORB,LEO,,,left_only,Rocket Body
GORIZONT 3,1979-105A,11648,PAY,-,CIS,1979-12-28,TYMSC,,1436.95,6.31,35853.0,35754.0,1.9952,,EA,ORB,GEO,,,left_only,Inactive Satellite
COSMOS 1150,1980-003A,11667,PAY,,CIS,1980-01-14,PLMSC,,104.83,82.96,1010.0,963.0,1.9661,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1980-003B,11668,R/B,,CIS,1980-01-14,PLMSC,,104.66,82.95,994.0,963.0,5.187,,EA,ORB,LEO,,,left_only,Rocket Body
OPS 6393 (FLTSATCOM 3),1980-004A,11669,PAY,,US,1980-01-18,AFETR,,1436.92,6.49,35897.0,35708.0,3.9811,,EA,ORB,GEO,,,left_only,Inactive Satellite
SL-14 R/B,1980-005B,11672,R/B,,CIS,1980-01-23,PLMSC,,96.59,82.51,606.0,584.0,3.8825,,EA,ORB,LEO,,,left_only,Rocket Body
SL-12 R/B(2),1975-097F,11676,R/B,,CIS,1975-10-08,TYMSC,,1438.67,2.76,35925.0,35749.0,1.9953,,EA,ORB,GEO,,,left_only,Rocket Body
COSMOS 1153,1980-007A,11680,PAY,,CIS,1980-01-25,PLMSC,,104.81,82.93,1014.0,958.0,3.0982,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1980-007B,11681,R/B,,CIS,1980-01-25,PLMSC,,104.67,82.93,1005.0,953.0,4.7208,,EA,ORB,LEO,,,left_only,Rocket Body
SL-12 R/B(2),1979-105E,11684,R/B,,CIS,1979-12-28,TYMSC,,1459.22,7.23,36316.0,36159.0,2.3509,,EA,ORB,GEO,,,left_only,Rocket Body
NAVSTAR 5 (OPS 5117),1980-011A,11690,PAY,-,US,1980-02-09,AFWTR,,717.92,64.68,21472.0,18889.0,0.476,,EA,ORB,MEO,,,left_only,Inactive Satellite
COSMOS 1156,1980-012A,11691,PAY,,CIS,1980-02-11,PLMSC,,114.57,74.02,1474.0,1398.0,0.687,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1157,1980-012B,11692,PAY,,CIS,1980-02-11,PLMSC,,114.78,74.02,1477.0,1414.0,0.682,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1158,1980-012C,11693,PAY,,CIS,1980-02-11,PLMSC,,114.98,74.02,1476.0,1433.0,0.6772,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1159,1980-012D,11694,PAY,,CIS,1980-02-11,PLMSC,,115.19,74.02,1478.0,1450.0,0.6842,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1160,1980-012E,11695,PAY,,CIS,1980-02-11,PLMSC,,115.41,74.02,1483.0,1464.0,0.678,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1161,1980-012F,11696,PAY,,CIS,1980-02-11,PLMSC,,115.65,74.02,1501.0,1468.0,0.67,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1162,1980-012G,11697,PAY,,CIS,1980-02-11,PLMSC,,115.87,74.02,1519.0,1471.0,0.6573,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1163,1980-012H,11698,PAY,,CIS,1980-02-11,PLMSC,,116.13,74.02,1543.0,1471.0,0.6717,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1980-012J,11699,R/B,,CIS,1980-02-11,PLMSC,,117.78,74.01,1693.0,1469.0,5.4306,,EA,ORB,LEO,,,left_only,Rocket Body
ATLAS 35F R/B,1980-011B,11705,R/B,,US,1980-02-09,AFWTR,,289.35,64.4,15044.0,1182.0,1.5903,,EA,ORB,MEO,,,left_only,Rocket Body
RADUGA 6,1980-016A,11708,PAY,-,CIS,1980-02-20,TYMSC,,1437.04,6.1,35818.0,35792.0,1.2589,,EA,ORB,GEO,,,left_only,Inactive Satellite
AYAME-2 (ECS-B),1980-018A,11715,PAY,-,JPN,1980-02-22,TANSC,,820.54,9.41,35377.0,9932.0,0.3981,,EA,ORB,MEO,,,left_only,Inactive Satellite
OPS 7245,1980-019A,11720,PAY,,US,1980-03-03,AFWTR,,94.24,63.24,756.0,208.0,,NEA,EA,ORB,LEO,,,left_only,Inactive Satellite
ATLAS 67F R/B,1980-019B,11721,R/B,,US,1980-03-03,AFWTR,,,,,,,NEA,EA,ORB,Unknown,,,left_only,Rocket Body
SL-12 R/B(2),1980-016D,11728,R/B,,CIS,1980-02-20,TYMSC,,1475.06,7.68,36617.0,36475.0,2.4993,,EA,ORB,High Elliptical / Deep,,,left_only,Rocket Body
EP 1,1980-019C,11731,PAY,,US,1980-03-03,AFWTR,,,,,,,NEA,EA,ORB,Unknown,,,left_only,Inactive Satellite
EP 2,1980-019D,11732,PAY,,US,1980-03-03,AFWTR,,,,,,,NEA,EA,ORB,Unknown,,,left_only,Inactive Satellite
OPS 7245 DEB,1980-019E,11733,DEB,,US,1980-03-03,AFWTR,,,,,,,NEA,EA,ORB,Unknown,,,left_only,Debris
OPS 7245 DEB,1980-019F,11734,DEB,,US,1980-03-03,AFWTR,,,,,,,NEA,EA,ORB,Unknown,,,left_only,Debris
COSMOS 1168,1980-022A,11735,PAY,,CIS,1980-03-17,PLMSC,,104.71,82.95,1008.0,954.0,1.9233,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1980-022B,11736,R/B,,CIS,1980-03-17,PLMSC,,104.59,82.94,999.0,951.0,4.2453,,EA,ORB,LEO,,,left_only,Rocket Body
OPS 7245 DEB,1980-019H,11746,DEB,,US,1980-03-03,AFWTR,,,,,,,NEA,EA,ORB,Unknown,,,left_only,Debris
COSMOS 1171,1980-026A,11750,PAY,,CIS,1980-04-03,PLMSC,,104.82,65.84,1003.0,970.0,1.3644,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1980-026B,11751,R/B,,CIS,1980-04-03,PLMSC,,104.55,65.84,979.0,967.0,4.7374,,EA,ORB,LEO,,,left_only,Rocket Body
SL-8 DEB,1980-026C,11752,DEB,,CIS,1980-04-03,PLMSC,,104.7,65.84,999.0,962.0,0.4269,,EA,ORB,LEO,,,left_only,Debris
COSMOS 1174,1980-030A,11765,PAY,,CIS,1980-04-18,TYMSC,,98.86,66.08,1048.0,361.0,4.282,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1174 DEB,1980-030K,11778,DEB,,CIS,1980-04-18,TYMSC,,103.51,66.48,1236.0,613.0,0.122,,EA,ORB,LEO,,,left_only,Debris
NAVSTAR 6 (OPS 5118),1980-032A,11783,PAY,-,US,1980-04-26,AFWTR,,707.77,61.91,21375.0,18485.0,0.4006,,EA,ORB,MEO,,,left_only,Inactive Satellite
COSMOS 1176,1980-034A,11788,PAY,,CIS,1980-04-29,TYMSC,,103.36,64.83,959.0,877.0,2.587,,EA,ORB,LEO,,,left_only,Inactive Satellite
DELTA 1 R/B(2),1966-096C,11792,R/B,,US,1966-10-26,AFETR,,375.36,17.67,21326.0,391.0,0.7176,,EA,ORB,MEO,,,left_only,Rocket Body
COSMOS 1181,1980-039A,11803,PAY,,CIS,1980-05-20,PLMSC,,104.79,82.94,1000.0,969.0,2.7715,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1980-039B,11804,R/B,,CIS,1980-05-20,PLMSC,,104.61,82.94,992.0,960.0,4.327,,EA,ORB,LEO,,,left_only,Rocket Body
GORIZONT 4,1980-049A,11841,PAY,-,CIS,1980-06-14,TYMSC,,1459.98,7.56,36275.0,36231.0,3.444,,EA,ORB,GEO,,,left_only,Inactive Satellite
SL-6 R/B(2),1980-050B,11847,R/B,,CIS,1980-06-14,PLMSC,,721.63,68.24,37756.0,2788.0,3.9757,,EA,ORB,MEO,,,left_only,Rocket Body
OPS 1292,1980-052C,11852,PAY,,US,1980-06-18,AFWTR,,112.17,96.61,1328.0,1326.0,,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-12 R/B(2),1980-049F,11862,R/B,,CIS,1980-06-14,TYMSC,,1470.31,8.02,36572.0,36336.0,2.6342,,EA,ORB,High Elliptical / Deep,,,left_only,Rocket Body
COSMOS 1190,1980-056A,11869,PAY,,CIS,1980-07-01,PLMSC,,100.38,74.05,787.0,766.0,1.9849,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1980-056B,11870,R/B,,CIS,1980-07-01,PLMSC,,100.12,74.05,775.0,753.0,4.1202,,EA,ORB,LEO,,,left_only,Rocket Body
COSMOS 1191,1980-057A,11871,PAY,,CIS,1980-07-02,PLMSC,,716.88,65.78,37832.0,2479.0,9.5279,,EA,ORB,MEO,,,left_only,Inactive Satellite
COSMOS 1192,1980-058A,11875,PAY,,CIS,1980-07-09,PLMSC,,114.54,74.02,1473.0,1396.0,0.6659,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1193,1980-058B,11876,PAY,,CIS,1980-07-09,PLMSC,,114.75,74.02,1474.0,1414.0,0.6583,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1194,1980-058C,11877,PAY,,CIS,1980-07-09,PLMSC,,114.94,74.02,1474.0,1431.0,0.6734,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1195,1980-058D,11878,PAY,,CIS,1980-07-09,PLMSC,,115.14,74.02,1475.0,1449.0,0.693,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1196,1980-058E,11879,PAY,,CIS,1980-07-09,PLMSC,,115.35,74.02,1475.0,1468.0,0.6644,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1197,1980-058F,11880,PAY,,CIS,1980-07-09,PLMSC,,115.57,74.02,1492.0,1470.0,0.6469,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1198,1980-058G,11881,PAY,,CIS,1980-07-09,PLMSC,,115.78,74.02,1507.0,1474.0,0.6785,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1199,1980-058H,11882,PAY,,CIS,1980-07-09,PLMSC,,116.02,74.02,1530.0,1473.0,0.71,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1980-058J,11883,R/B,,CIS,1980-07-09,PLMSC,,117.65,74.01,1682.0,1468.0,5.8261,,EA,ORB,LEO,,,left_only,Rocket Body
SL-6 R/B(2),1980-057D,11888,R/B,,CIS,1980-07-02,PLMSC,,721.88,63.18,39701.0,856.0,4.9404,,EA,ORB,MEO,,,left_only,Rocket Body
EKRAN 5,1980-060A,11890,PAY,-,CIS,1980-07-15,TYMSC,,1436.55,11.33,35868.0,35723.0,,,EA,ORB,GEO,,,left_only,Inactive Satellite
MOLNIYA 3-13,1980-063A,11896,PAY,,CIS,1980-07-18,PLMSC,,717.69,63.8,39453.0,897.0,16.7306,,EA,ORB,MEO,,,left_only,Inactive Satellite
SL-6 R/B(2),1980-063D,11909,R/B,,CIS,1980-07-18,PLMSC,,731.5,63.57,40166.0,863.0,7.5408,,EA,ORB,MEO,,,left_only,Rocket Body
SL-12 R/B(2),1978-118C,11926,R/B,,CIS,1978-12-19,TYMSC,,1417.26,12.4,48007.0,22827.0,1.9001,,EA,ORB,GEO,,,left_only,Rocket Body
TITAN 3C TRANSTAGE R/B,1973-040B,11940,R/B,,US,1973-06-12,AFETR,,1446.37,1.4,36121.0,35854.0,,,EA,ORB,GEO,,,left_only,Rocket Body
SL-12 R/B(2),1978-073F,11941,R/B,,CIS,1978-07-18,TYMSC,,1475.84,6.83,36617.0,36504.0,2.5738,,EA,ORB,High Elliptical / Deep,,,left_only,Rocket Body
METEOR 2-6,1980-073A,11962,PAY,,CIS,1980-09-09,PLMSC,,102.05,81.22,881.0,830.0,4.723,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-3 R/B,1980-073B,11963,R/B,,CIS,1980-09-09,PLMSC,,102.12,81.28,912.0,806.0,5.2679,,EA,ORB,LEO,,,left_only,Rocket Body
GOES 4,1980-074A,11964,PAY,-,US,1980-09-09,AFETR,,1451.13,8.32,36210.0,35950.0,4.3577,,EA,ORB,GEO,,,left_only,Inactive Satellite
GOES 4 AKM,1980-074C,11970,R/B,,US,1980-09-09,AFETR,,1766.1,16.73,49944.0,34098.0,0.003,,EA,ORB,High Elliptical / Deep,,,left_only,Rocket Body
COSMOS 1176 FUEL CORE,1980-034D,11971,DEB,,CIS,1980-04-29,TYMSC,,103.08,64.83,942.0,866.0,0.1539,,EA,ORB,LEO,,,left_only,Debris
TRANSIT 11 DEB,1966-005H,11991,DEB,,US,1966-01-28,AFWTR,,104.0,90.16,1077.0,818.0,0.156,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1973-086GL,12000,DEB,,US,1973-11-06,AFWTR,,116.47,102.37,1539.0,1505.0,0.0391,,EA,ORB,LEO,,,left_only,Debris
RADUGA 7,1980-081A,12003,PAY,-,CIS,1980-10-05,TYMSC,,1434.78,6.33,35815.0,35707.0,7.7408,,EA,ORB,GEO,,,left_only,Inactive Satellite
COSMOS 1217,1980-085A,12032,PAY,,CIS,1980-10-24,PLMSC,,716.47,70.09,35142.0,5148.0,6.625,,EA,ORB,MEO,,,left_only,Inactive Satellite
OPS 6394 (FLTSATCOM 4),1980-087A,12046,PAY,-,US,1980-10-31,AFETR,,1455.29,8.32,36170.0,36153.0,8.923,,EA,ORB,GEO,,,left_only,Inactive Satellite
SBS 1,1980-091A,12065,PAY,,US,1980-11-15,AFETR,,1442.65,10.26,35937.0,35892.0,7.9432,,EA,ORB,GEO,,,left_only,Inactive Satellite
COSMOS 1223,1980-095A,12078,PAY,,CIS,1980-11-27,PLMSC,,717.03,73.13,32663.0,7654.0,13.2388,,EA,ORB,MEO,,,left_only,Inactive Satellite
SL-6 R/B(2),1980-095E,12086,R/B,,CIS,1980-11-27,PLMSC,,723.26,64.95,38309.0,2316.0,5.1807,,EA,ORB,MEO,,,left_only,Rocket Body
COSMOS 1225,1980-097A,12087,PAY,,CIS,1980-12-05,PLMSC,,104.75,82.94,1025.0,941.0,2.3761,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1980-097B,12088,R/B,,CIS,1980-12-05,PLMSC,,104.55,82.94,1009.0,938.0,4.3722,,EA,ORB,LEO,,,left_only,Rocket Body
INTELSAT 502,1980-098A,12089,PAY,-,ITSO,1980-12-06,AFETR,,1456.14,11.51,36243.0,36113.0,13.3496,,EA,ORB,GEO,,,left_only,Inactive Satellite
COSMOS 1226,1980-099A,12091,PAY,,CIS,1980-12-10,PLMSC,,104.75,82.94,1008.0,957.0,1.8449,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1980-099B,12092,R/B,,CIS,1980-12-10,PLMSC,,104.55,82.94,995.0,952.0,4.5189,,EA,ORB,LEO,,,left_only,Rocket Body
OPS 5805,1980-100A,12093,PAY,,US,1980-12-13,AFWTR,,717.92,63.95,37368.0,2993.0,,,EA,ORB,MEO,,,left_only,Inactive Satellite
TITAN 34B AGENA R/B,1980-100B,12094,R/B,,US,1980-12-13,AFWTR,,,,,,,NEA,EA,ORB,Unknown,,,left_only,Rocket Body
OPS 4988 DEB,1965-016K,12099,DEB,,US,1965-03-09,AFWTR,,102.51,70.07,889.0,866.0,0.0804,,EA,ORB,LEO,,,left_only,Debris
OPS 4682 DEB,1965-027G,12102,DEB,,US,1965-04-03,AFWTR,,110.88,90.24,1287.0,1247.0,0.0063,,EA,ORB,LEO,,,left_only,Debris
COSMOS 1228,1980-102A,12107,PAY,,CIS,1980-12-23,PLMSC,,114.41,74.0,1464.0,1393.0,0.6894,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1229,1980-102B,12108,PAY,,CIS,1980-12-23,PLMSC,,114.64,73.99,1464.0,1414.0,0.6615,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1230,1980-102C,12109,PAY,,CIS,1980-12-23,PLMSC,,114.47,73.99,1464.0,1399.0,0.691,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1231,1980-102D,12110,PAY,,CIS,1980-12-23,PLMSC,,114.55,73.99,1464.0,1405.0,0.6854,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1232,1980-102E,12111,PAY,,CIS,1980-12-23,PLMSC,,114.62,73.99,1464.0,1412.0,0.666,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1233,1980-102F,12112,PAY,,CIS,1980-12-23,PLMSC,,114.69,73.99,1464.0,1418.0,0.702,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1234,1980-102G,12113,PAY,,CIS,1980-12-23,PLMSC,,114.58,73.99,1464.0,1409.0,0.665,,EA,ORB,LEO,,,left_only,Inactive Satellite
COSMOS 1235,1980-102H,12114,PAY,,CIS,1980-12-23,PLMSC,,114.63,73.99,1464.0,1413.0,0.679,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1980-102J,12115,R/B,,CIS,1980-12-23,PLMSC,,114.99,73.99,1470.0,1439.0,5.9562,,EA,ORB,LEO,,,left_only,Rocket Body
EKRAN 6,1980-104A,12120,PAY,-,CIS,1980-12-26,TYMSC,,1436.7,6.62,35826.0,35771.0,6.3095,,EA,ORB,GEO,,,left_only,Inactive Satellite
COSMOS 1238,1981-003A,12138,PAY,,CIS,1981-01-16,PLMSC,,101.99,82.96,1317.0,388.0,2.954,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1981-003B,12139,R/B,,CIS,1981-01-16,PLMSC,,95.47,82.94,730.0,353.0,5.479,,EA,ORB,LEO,,,left_only,Rocket Body
COSMOS 1241,1981-006A,12149,PAY,,CIS,1981-01-21,PLMSC,,104.94,65.82,1007.0,976.0,1.4348,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 R/B,1981-006B,12150,R/B,,CIS,1981-01-21,PLMSC,,104.54,65.82,1004.0,942.0,4.8103,,EA,ORB,LEO,,,left_only,Rocket Body
SL-8 DEB,1981-006C,12151,DEB,,CIS,1981-01-21,PLMSC,,104.8,65.82,998.0,972.0,0.5112,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026D,12164,DEB,,US,1978-03-05,AFWTR,,99.89,98.63,795.0,711.0,0.0794,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026E,12165,DEB,,US,1978-03-05,AFWTR,,102.05,99.01,887.0,825.0,0.2628,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026F,12166,DEB,,US,1978-03-05,AFWTR,,101.49,98.91,855.0,803.0,0.522,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026G,12167,DEB,,US,1978-03-05,AFWTR,,101.7,98.74,953.0,725.0,0.1241,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026H,12168,DEB,,US,1978-03-05,AFWTR,,103.3,98.71,1041.0,789.0,0.1419,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026J,12169,DEB,,US,1978-03-05,AFWTR,,100.44,98.72,828.0,731.0,0.04,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026K,12170,DEB,,US,1978-03-05,AFWTR,,101.31,98.88,852.0,789.0,0.0449,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026L,12171,DEB,,US,1978-03-05,AFWTR,,102.56,99.24,907.0,853.0,0.7637,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026M,12172,DEB,,US,1978-03-05,AFWTR,,101.0,98.8,848.0,764.0,0.0459,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026P,12174,DEB,,US,1978-03-05,AFWTR,,102.1,99.05,889.0,827.0,1.718,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026Q,12175,DEB,,US,1978-03-05,AFWTR,,103.06,99.23,949.0,857.0,0.3041,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026R,12176,DEB,,US,1978-03-05,AFWTR,,103.67,98.95,980.0,885.0,0.3728,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026S,12177,DEB,,US,1978-03-05,AFWTR,,103.24,98.94,1023.0,800.0,0.0875,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026T,12178,DEB,,US,1978-03-05,AFWTR,,103.25,99.4,957.0,868.0,0.039,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026U,12179,DEB,,US,1978-03-05,AFWTR,,102.27,99.16,984.0,748.0,0.1049,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026W,12181,DEB,,US,1978-03-05,AFWTR,,100.94,98.85,874.0,732.0,0.1137,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026Y,12183,DEB,,US,1978-03-05,AFWTR,,101.73,98.97,866.0,815.0,0.031,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026AA,12185,DEB,,US,1978-03-05,AFWTR,,101.63,99.24,901.0,770.0,0.0563,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026AE,12189,DEB,,US,1978-03-05,AFWTR,,103.31,98.74,965.0,865.0,0.0583,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026AF,12190,DEB,,US,1978-03-05,AFWTR,,102.68,99.07,898.0,873.0,0.0145,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026AJ,12193,DEB,,US,1978-03-05,AFWTR,,103.83,98.85,1116.0,763.0,0.0615,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026AL,12195,DEB,,US,1978-03-05,AFWTR,,103.3,98.93,960.0,870.0,0.0463,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026AP,12198,DEB,,US,1978-03-05,AFWTR,,102.63,99.15,968.0,798.0,0.029,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026AR,12200,DEB,,US,1978-03-05,AFWTR,,100.58,98.73,864.0,708.0,0.2815,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026AU,12203,DEB,,US,1978-03-05,AFWTR,,100.03,98.64,802.0,717.0,0.1398,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026AV,12204,DEB,,US,1978-03-05,AFWTR,,100.64,98.76,845.0,733.0,0.0958,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026AX,12206,DEB,,US,1978-03-05,AFWTR,,102.59,98.98,997.0,765.0,0.037,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026BA,12209,DEB,,US,1978-03-05,AFWTR,,100.07,98.63,803.0,721.0,0.0527,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1978-026BC,12211,DEB,,US,1978-03-05,AFWTR,,102.21,99.18,948.0,779.0,0.0122,,EA,ORB,LEO,,,left_only,Debris
